3373,5109,831
108,5934
7442,7960
3616,4709
4564,6108,8734,9659,9865,9939
2889,4723
1440,3563
1395,1887
259,7408
5376,5452
1572,4595
846,2528
148,1345,1348
953,5358
2756,3738
716,4513
10108,10317
1405,4661
1443,3486
3015,10050
3387,3640
2142,2302
593,7312
6467,6468
8188,8744,8976,9761
1019,1020,782
2979,2980
1471,2615,2620,3166,3183,3201,3210,2549,1495,3317,2589,3356,3427,3431,3434,3439,3442,3446,7980,7982,3483,3508,3514,3515,3519,3522,2389,2395,7176,843,7344,2127
5601,6694
4710,7691
1449,3310
3617,4713
2890,4721
738,779
5192,6064
8384,10542
2658,4754
2512,7236
2975,10291
3969,5081
1849,2193
2098,4716
10217,10325,10324
502,10161
9687,10271,8309
2182,10313
179,6875
6854,8620,682
462,8346
881,5598
63,3308
65,5294
1991,7028
1164,8092
4182,4645
1200,9027
4608,4758
2357,10031
745,4708
531,1105
4101,4102
7173,7174
7942,8934
2183,10315
6429,7714
3542,4028
4454,8522
994,1007,1012,1040,1046
7646,8068,2145
5148,6092,1293
9741,9912,10606
146,1799
1865,7727,1871
4043,4803,4049,4052
4425,10101,10106,10422,10963
1175,4718
1519,5319
2304,2491
37,6210
85,6770
827,6202,6319
3798,4310
7135,7360
1318,1319
3206,3207
7270,8300
2562,3467,1770
1089,8425
1502,6890
3653,3795,6088
1199,2360,3463
30,7471
789,8519
915,4309,6441,10956
3382,3915
1732,5914
1913,7473
1637,2718
3624,6657
900,7136
4531,6568,6581,6982,4608,524,4758,573
999,7141
6367,7642
9748,9864,9860,9950,10016,10118,10141
1294,7213
5442,7650
33,4326
5562,10082
7372,9276
2993,3715
542,4945
1521,5318
4183,4720
8534,10129
373,5844,113
2233,4755
4079,4085,4090,4116,4129
71,4196
5480,5481
4829,4830,4834,8168
4906,5158,1765
4008,4009
3169,5444
205,1075
402,1113
142,9175
5991,6036
1961,2966
1226,4248
1711,5597
4450,7731
2881,3123
1824,6193
4486,7643
1291,7358
2190,7139
2842,6386
3133,4535
8476,10100,3796
2176,2457
997,3168
2363,7980,7982,1495,2127
1296,7212
687,5612
8517,8638
2666,4318,4467,4809
7700,10421
5596,7035
998,10311
2245,8518
7572,10559,10701,10725,9761,8188,8744
1167,3031
55,4736
871,4810,4816,4822,4043,4049,4052
444,1962,535,537,7275,69,565,7572,8188,8744,8976,9761,10559,10701,10725
428,3085,90
1141,1797
2179,8530
157,6702
269,7327
2146,8531
1292,7359
2099,6918
1825,6197
1495,2127,2151,2329,2338,2353
970,1987
1549,5545
722,2511
1297,7215
539,657,4207,4384,5104,7447
574,6077
9408,9732
1994,1995
3178,3179
4428,5388
274,1045
672,6115
3604,5337
3799,4494,6025
10170,10696
159,525
8766,10193
629,7462
460,2867,503,4393,173
1465,2780,2786,2804,2812
2100,6919
7546,8078
1004,4034
1061,1062,2348
5305,7081,7422
135,6403
2664,10954
2143,7648
3371,3372
1570,1867
3176,5330
723,7644
429,7544
5964,7997
1827,6194
5396,6539,1305
3062,3466,3728
1579,3648
4036,7357
1783,3471
2303,3737
91,1656
4071,4798,4825,5122,5460,2054,3311,736,2274
2368,7656,3427,3431,7980,7982,1495,1462,2522,2127
1766,4907,1380
2144,7649
512,10116
1420,1424
11,48
631,2333
549,3856
1988,5329
8413,8914
1254,1464
896,1300
1767,4908,1388
5387,5443
3691,3750
1325,1326
4679,6090,3792
1613,1617
2465,4903
316,5985
3138,5543
608,6150
4901,7214
791,7647
1301,2077
971,2050,2051,2052,2053,2063,972,1576,4425,8011,8012,8013,8014,10101,10106,10422,10963
7150,7152,819,738,1314,779
1295,4314
6524,8104
952,4712
2722,8209
524,573
422,4760
3853,4897
4287,4757
4258,4635
6307,7247,4933
3545,3857,3869,3929,4020,4120,4288,5975,4429,4436,1462,3571,3587,3591,2522,1471,3508,3514,3515,5128,3519,3522,2549,1495,7176,7656,7344,3483,843,7982,7980,2589,2615,2620,2127,1613,2151,1617,2329,2338,2353,2363,2368,2381,2389,2395,3166,3183,3201,3210,3317,3356,3427,3431,3434,3439,3442,3446,1143,726
1517,5034,5315
4593,7567
826,4534
4750,4751
4558,4559
5018,7367,4056,8038,8322,8844,5946,2501,1478,6164,6362,9582,9741,10873,10877,9912,10959,10606
2466,4900
814,815
3768,4475
6443,6544
454,1739
1523,6490
2517,5379
330,471
53,1895
5357,5410
3854,4898
225,2711
1462,3166,3183,3201,3210,2522,3317,3356
265,2497
898,1306
17,3018
4222,4764
748,2892
2903,3464,5152
292,5767
1304,2045
2499,5963
1269,2109
349,1957
6041,8581,10953,6909
2046,3626
3407,3419
1874,6917
4107,6308
683,8003
961,2119,2137,2159,2161,2201
1207,5077
744,7142
3571,3587,3591
2468,4899
1298,4307
3434,7344,7656,1462
2076,5789
456,4814
602,2336
2264,7138
1574,10096
2116,4560
4060,5594,1637,2718
5786,10598
1568,7216
7279,8469,10020
590,1697
2301,7025
67,506
1566,6262
2537,4835
891,1588
3724,4904
1877,9936
6,7522
7588,8001
684,8010
4061,4261,4269,4354,4369
2469,4902
5804,8480,3791
4324,4743
1368,6462,6474,2017,2737,801,2792
392,2734
1846,8615,3241
2246,7726
869,5361
4343,4896,2358
902,5365
551,3958
5360,5409
2079,3697
1022,3696
3461,3865
9365,9507,7815
1205,2862,3972
9724,9876,9941,9970,10343,10676,10926,9275,9362,9083
4714,4962
3725,4905
685,8009
9769,10535,10755,8809,2696,7514
77,1259
6311,6665
1091,1571
4306,4308
6780,7484
233,3594
167,523
617,10130
6483,8506
8199,8233,10960
513,1073
2506,8924
4763,7335,9704
1415,1786
2107,2866
6507,10364,9748,5173,6821,6997,9860,9864,9361,9950,10016,10118,10141,8901,9450,9528
319,3000
7585,8152
3472,5609
5078,10099
8940,9060,10966,4853
7919,8049
4270,8525
6921,7246
688,790
4680,5805,3797
3170,3721
498,2588
2366,5095
6530,8105
7017,9398
1928,4340
4100,4592
4144,4150,2807
678,2134
1206,3175
3483,5975,843
1087,3800
4099,6683
3745,4346
252,8183
2215,2626
2359,3462,4873
474,7451
3802,6684
2017,2737,2792
4376,6306
2681,3727,4729
2700,2970
1569,2191
2988,3257
4207,4384
470,1448
1943,4939
526,2785
10445,10521,10965
93,8019
4628,4655
4728,7699
5395,8526
3022,5748,9655
6106,9013
7733,7734
8245,10298
2720,4418
2453,2454
3172,3722
903,8528
7382,9406
2184,7730
840,5363
659,3808
2989,3258
3756,5083
110,4447
1186,8979
9220,9786
3834,4717
914,4591,6440,10957
899,6856,1299
3470,3723
1459,3219,3806,4110,1499,1628,1659
4790,4791
6198,6199
31,5888
6716,7547
6884,7459
1407,9314
550,9257
8193,8299,9309,9608,9733,6884,7459
635,6624
2549,2589
485,2060
7255,8315,6412
1522,3707
904,8529
2096,4345
4375,5375
4312,6310
2912,3627
2990,3260
5866,6267
1822,3630
4460,10939
1793,5555
6667,7039
12,7525
2048,3801
25,4051
4963,7653
1047,1048
62,4959
2965,5079
3252,3465,1768
2879,4672
9644,9995
5364,5464
1431,1437
518,967,164
5411,8106
76,442
9361,9450,9528
2015,2684,6716,7547
8363,8767
1586,1763
1344,3129
2160,2409
5947,8920
384,1148
918,3353,3359,3361,3364,3376,3380,3398,3406,3410,3414,3418,3486
5136,5304,58
893,5367,6097,10955
5974,6040
3951,3952,4507,4773
2255,7665
1826,7651
1771,3468,3675
3480,3485
136,1679
7992,8002
5104,7447,4207
2564,3213
1692,10790
595,5886
1587,1762
746,3259
5381,7034
6045,6930
995,2234,3150,4877,4881
1309,4244
425,7073
83,589,10132
6817,10653
1990,3619
4453,7137
3705,4730
1174,5368
981,1397,1412,1440,1443,1449,3331,1465,1474,3353,3359,3361,3364,2592,2599,3376,3563,3380,3398,2628,3406,3410,1534,3414,3418,2663,2697,3751,1598,2702,3486,918,2713,1612,988,2723,1625,2744,2750,1652,3820,2775,2780,2786,3847,5185,2804,5193,5197,2812,5207,5212,5217,5220,5222,5225,5228,5234,5237,871,4803,955,4810,3945,4816,4822,994,4043,3965,3970,3197,3975,3204,3222,3231,3232,4013,4018,6202,3271,842,4049,4052,4061,4079,3310,4085,4090,7738,7736,4116,961,4129,5476,4261,5488,4269,6319,4354,4369,2119,2137,850,2159,2161,2201,1007,2211,2221,2240,2342,1012,827,1040,1046
1567,3426
686,2068
347,10532
115,4414
680,7599,8618
7092,7266
1379,3119
216,1286
4488,4489,4909
704,7663
3701,4868
1243,4268
6283,10848
1834,7456
143,486
5140,5276,2540,2104,1669
5850,8916
1520,3665,5316
1730,2493
217,1268
3706,4725
3794,6093
897,5791
6190,6191,10211
5793,8637
2265,5366
4711,5320
7728,10102
473,509
576,1414
468,2715
1307,5378
1014,2174
353,4503,66
5766,6418
4377,8520
10520,10524,10523,10526,10525,10522,10527,10529,10962
5151,6091,1288
7134,10097
187,2229
190,1114
50,7502
2044,7130
483,2273
3227,4251
432,4880
996,2758
3899,3900
4313,4383
5401,5469
1507,2283
1021,1989
4946,10961,3698,5380
3736,6916
6080,7981
2054,2274,3311
3644,8748
3508,5128,3514,3515,3519,3522
2187,5788
2569,4188
3137,7060
705,7702
342,5644
10776,10828,9193
6504,7131
5942,8176
251,7448
9684,10958
541,1531
1308,4378
3708,4731
36,5924
787,6195
7233,8107
3228,3236
7383,7478,9064,10812
1828,3629
122,7364
969,7732
2978,4846
1478,2501,4056
2188,5787
1302,5610
6304,10292
5168,7626
4333,4839
2181,7036
3709,4726
320,7391
1628,1659
178,5650
268,6962
4780,5334
2381,7176,3439,3442,7344,3446,2389,2395,7656,7982,7980,1495,1462,3483,3431,3508,3514,3515,3519,3522,2522,3434,2127
2901,3173
2914,4818
917,6309
974,6591
310,4647
3710,4724
10103,10312
544,2518
1303,5614
9275,9362
6368,7326
679,788,6853
3167,5441,8050
5806,6313
2047,7132
747,8521
955,2211,2221,2240,2342,961
1769,3469
24,1245
792,7133
6312,10095
1885,1927
3855,4347
1452,4088
954,10310
620,7354
2902,3174
2696,7514
1647,3171
3679,6142,1263
10104,10314
1518,3666,5317
3711,4727
3527,5246,7170
6685,10846
8015,8527
7708,9851
92,5310
6920,7662
7535,8053
1264,4824
7122,10617
894,8109
7,3862
850,5476,5488
180,2597
890,6192
6294,7625
1458,1898
7040,10105
112,5738
587,6376
4678,6089,1289
3793,5038,5885
1761,2757
5408,6442
2244,10318
7041,10094
2872,6213
2192,5792
797,3981
43,5854
598,10153
4311,6669
133,6140
7057,7561
3474,10098
702,1823
681,8619
807,3692
4565,5113,1459,4110,7150,7152,1499,1628,3219,1659,3806,738,779,1314,819
5080,5377
6786,10859
2888,4722
270,1912
163,4208
743,1589
3971,9042
568,1897
5707,6426
6094,10964,1876
638,6895
5394,6914
10107,10316
5851,7087
6055,6913
535,537,565
818,1324
609,5758
634,8056
